Date,Week,Location,Total Vaccines Given,Total J&J Vaccines,Total Moderna Vaccines,Total Pfizer Vaccines,second_booster_janssen,second_booster_moderna,second_booster_pfizer,Total Booster Given 18+,Total Booster Given 18+ %,Total Booster Given 65+,Total Booster Given 65+ %
04-19-2023,16,MN,18377260,511500,5378420,9466900,337,474741,904954,1380275,0.318,593305,0.645
04-19-2023,16,AR,8333870,265400,3075220,4016440,125,139374,152912,314007,0.135,172881,0.33
04-19-2023,16,IA,9356535,293100,3077920,4577895,109,223283,354448,591156,0.243,304196,0.55
04-19-2023,16,WI,16364595,457200,5144600,8183105,257,473825,753157,1231641,0.27,589168,0.579
04-19-2023,16,LA,10240590,330500,3807980,5164550,180,159290,214482,342438,0.096,180828,0.244
04-19-2023,16,GU,386180,25100,99980,232940,7,8100,11838,16395,0.143,4429,0.276
04-19-2023,16,MS,7216515,235400,2600260,3695395,160,102662,112418,192327,0.084,109160,0.2239999999999999
04-19-2023,16,VA2,9851220,626900,4250780,3780780,58,299539,276909,867572,0.0,562148,0.0
04-19-2023,16,SC,14128205,466400,5125140,6858095,265,229882,284703,572684,0.142,322858,0.345
04-12-2023,15,MT,2698655,106500,952100,1266975,132,62503,87361,159891,0.19,84771,0.411
04-12-2023,15,KY,12115175,395600,4309900,5902195,321,214883,293553,530949,0.153,271713,0.362
04-12-2023,15,NJ,29382140,1015900,9139640,15474710,934,547543,727990,1409827,0.203,593629,0.402
04-12-2023,15,AK,2157135,86200,718520,1078465,63,41272,53355,94454,0.171,38774,0.423
04-12-2023,15,RI,3496965,90500,1153160,1754745,178,101330,126807,254756,0.298,110352,0.59
04-12-2023,15,MH,162240,12800,74500,53540,0,3150,1429,4145,0.087,340,0.091
04-12-2023,15,AZ,19778350,621000,6492920,10181440,1233,417559,586961,1046558,0.186,509074,0.389
04-12-2023,15,CT,11850535,355800,3950760,5881105,121,310822,392701,845248,0.298,376628,0.598
04-12-2023,15,CO,17656855,501900,5402640,9023755,468,419151,726946,1173796,0.261,460201,0.546
04-12-2023,15,LA,10234460,330500,3807980,5164010,180,159029,214111,341820,0.096,180753,0.244
04-12-2023,15,NV,7671550,260400,2313400,4208030,57,129526,193965,377198,0.158,180138,0.363
04-12-2023,15,ID,4717760,160200,1604380,2344390,101,88740,126475,232146,0.173,120231,0.414
04-12-2023,15,PW,52580,3800,30900,14390,0,1739,674,1834,0.111,314,0.158
04-12-2023,15,MS,7215495,235400,2606680,3692575,160,102343,112007,191001,0.084,108566,0.223
04-12-2023,15,PA,42449840,1569500,13924940,21137370,525,740987,1053265,2297634,0.226,1127301,0.471
04-12-2023,15,MN,18341950,511500,5378220,9458380,337,474081,902809,1378758,0.318,593933,0.645
04-12-2023,15,FM,291840,12800,127940,115460,4,5949,9696,11835,0.177,1128,0.2339999999999999
04-12-2023,15,DE,3318735,102600,1071000,1649955,92,66825,95037,194289,0.252,100782,0.534
04-12-2023,15,PR,8822170,216600,2843120,5013610,252,186466,248713,320452,0.122,162693,0.239
04-12-2023,15,OH,31451215,1013900,10080740,16341575,1155,713721,1110180,1765911,0.1939999999999999,880028,0.43
04-12-2023,15,NM,6130715,190600,2020200,3001645,283,162444,210482,430607,0.266,196708,0.521
04-12-2023,15,IH2,4093265,111800,1529280,1949495,22,48564,66359,151637,0.0,46450,0.0
04-12-2023,15,NE,5440180,152400,1647080,2902720,131,106933,215699,314802,0.216,149206,0.478
04-12-2023,15,IA,9353325,293100,3077920,4577535,109,223043,353800,591341,0.244,304756,0.551
04-12-2023,15,IL,38027815,1185600,11168640,19840315,1268,915834,1450242,2375144,0.241,1008943,0.494
04-12-2023,15,WA,25324165,777800,7783700,12797135,787,657066,1066896,1791073,0.301,698579,0.5770000000000001
04-12-2023,15,MO,15571305,441000,5150760,7966545,234,294768,444298,851691,0.179,428589,0.4039999999999999
04-12-2023,15,TN,17054590,533400,5670040,8743140,785,299316,412381,668034,0.126,345724,0.302
04-12-2023,15,MP,150630,3700,28020,108950,1,545,3523,3941,0.109,789,0.21
04-12-2023,15,WY,1274595,49300,490040,585145,28,25332,32964,62116,0.14,34203,0.345
04-12-2023,15,GA,28537115,869100,9773940,14756995,481,407910,535793,1045881,0.129,465410,0.307
04-12-2023,15,ME,4933440,159400,1595120,2357930,121,142816,211164,389628,0.356,198780,0.6970000000000001
04-12-2023,15,DC,2734025,73200,796180,1423045,95,60228,85890,208543,0.361,49522,0.5670000000000001
04-12-2023,15,OK,9630860,342300,3590680,4602480,183,161636,203844,451770,0.15,236310,0.372
04-12-2023,15,MD,22187480,616500,6431280,11823770,862,527394,776505,1340236,0.284,529222,0.552
04-12-2023,15,WV,5476395,172600,1962360,2693605,79,91906,111292,201576,0.141,113881,0.31
04-12-2023,15,MI,29340990,967800,9923920,14424540,516,696997,944613,1672466,0.213,814512,0.461
04-12-2023,15,KS,8288785,262700,2756940,4161315,263,152552,236307,427768,0.193,210504,0.4429999999999999
04-12-2023,15,VA2,9838120,626900,4250780,3780600,58,298651,276039,866701,0.0,562196,0.0
04-12-2023,15,VT,2562230,74200,831020,1243690,72,62696,119023,193190,0.379,84209,0.6729999999999999
04-12-2023,15,AR,8326200,265400,3075220,4013840,123,139202,152688,314166,0.136,173181,0.331
04-12-2023,15,GU,386180,25100,99980,232940,7,8085,11814,16302,0.142,4414,0.275
04-12-2023,15,TX,80161565,2668000,25448580,43553365,110,1216087,1496368,2968379,0.1369999999999999,1231909,0.33
04-12-2023,15,WI,16338475,457200,5142400,8181185,256,473242,751531,1230789,0.27,589418,0.579
04-12-2023,15,DD2,7760330,210800,2346340,4628270,121,53078,124157,177831,0.0,35239,0.0
04-12-2023,15,BP2,420170,16200,172520,199110,3,2634,6153,9824,0.0,681,0.0
04-12-2023,15,ND,1896470,53600,600920,990720,7,28210,62330,111642,0.192,56589,0.472
04-12-2023,15,VI,172740,3400,44240,115760,1,900,1259,3929,0.048,2253,0.11
04-12-2023,15,CA,120071440,3784800,37596480,63064040,2657,3163450,4204453,7455416,0.244,2790542,0.478
04-12-2023,15,OR,14055745,466700,4482260,7050915,354,318211,554380,862163,0.257,366356,0.478
04-12-2023,15,SC,14129805,466700,5125140,6874265,265,229451,284235,572757,0.142,323258,0.345
04-12-2023,15,SD,2694425,94000,882400,1325725,27,41138,65229,144675,0.217,74278,0.489
04-12-2023,15,NH,5094490,189000,1454740,2635340,88,73081,160119,301807,0.273,145159,0.5720000000000001
04-12-2023,15,VA,26595295,803300,8057380,14038955,938,612632,903463,1667581,0.25,695409,0.512
04-12-2023,15,NY,60916875,1962500,18763080,32639195,2037,1145936,1611430,3203365,0.208,1375087,0.417
04-12-2023,15,NC,30057070,959800,9753780,15366080,197,273743,344840,1480063,0.181,698048,0.3989999999999999
04-12-2023,15,US,976711975,31552000,313410420,505008545,23751,20016062,28334131,52209439,0.2019999999999999,23317736,0.426
04-12-2023,15,MA,23557420,634000,7505380,11660360,285,669014,804363,1941629,0.35,753580,0.644
04-12-2023,15,IN,18818270,633800,5570200,10039100,511,268231,462094,699075,0.135,355444,0.327
04-12-2023,15,HI,4617770,124900,1504020,2368440,123,145629,162582,298449,0.267,140010,0.522
04-12-2023,15,AS,128480,600,25000,100770,0,532,1914,570,0.018,203,0.062
04-12-2023,15,FL,61071625,2478100,20028020,31967685,2443,1103330,1307454,2386166,0.138,1368170,0.304
04-12-2023,15,UT,8376800,257900,2420360,4649090,360,125818,288941,431309,0.19,168729,0.461
04-12-2023,15,AL,12280595,402500,4797960,5842795,336,165373,178919,359762,0.094,198492,0.2339999999999999
04-05-2023,14,MS,7205565,235400,2606680,3687915,160,102326,111991,190905,0.084,108524,0.223
04-05-2023,14,MA,23523260,634100,7509580,11647900,285,668323,802703,1936622,0.35,752226,0.643
04-05-2023,14,IH2,4080085,111800,1528980,1943715,22,48421,66099,150628,0.0,46184,0.0
04-05-2023,14,IN,18781590,634000,5569600,10026220,503,267836,461171,696491,0.135,354407,0.326
04-05-2023,14,OH,31402655,1013900,10080340,16325815,1153,712633,1107799,1759835,0.193,877675,0.429
04-05-2023,14,MD,22138620,616400,6423480,11809770,862,526853,775356,1336690,0.284,528077,0.55
04-05-2023,14,NJ,29340000,1015900,9139040,15464210,939,547567,727679,1407051,0.203,593041,0.402
04-05-2023,14,OR,14020765,466700,4484060,7032205,354,317779,552901,858658,0.256,365316,0.477
04-05-2023,14,NM,6119335,190600,2020000,2998085,283,162219,210134,429377,0.265,196323,0.52
04-05-2023,14,AK,2149575,86200,718220,1074905,63,41209,53250,94094,0.171,38664,0.422
04-05-2023,14,WA,25270955,777800,7780600,12785335,787,655891,1064538,1784742,0.3,696867,0.5760000000000001
04-05-2023,14,HI,4610280,124900,1504020,2366380,123,145343,162228,297053,0.266,139522,0.52
04-05-2023,14,AZ,19738790,621000,6492320,10167520,1231,416843,585885,1041740,0.185,507735,0.3879999999999999
04-05-2023,14,AL,12259995,402500,4797860,5835755,335,165135,178619,358465,0.094,197892,0.233
04-05-2023,14,WI,16296435,457200,5141500,8163505,256,472578,749726,1226291,0.2689999999999999,587962,0.578
04-05-2023,14,PR,8812500,216600,2842920,5012110,252,186164,248237,319076,0.122,162080,0.238
04-05-2023,14,UT,8360930,257900,2420060,4644370,359,125459,287649,427402,0.188,167805,0.4589999999999999
04-05-2023,14,GU,386180,25100,99980,232940,7,8054,11766,16090,0.14,4384,0.273
04-05-2023,14,DD2,7750630,210800,2346340,4626010,121,52931,123821,176469,0.0,34940,0.0
04-05-2023,14,NC,30001660,959600,9751380,15349780,196,273336,344211,1475746,0.18,696499,0.3979999999999999
04-05-2023,14,VI,172640,3400,44240,115760,1,900,1259,3900,0.048,2236,0.109
04-05-2023,14,MN,18292600,511500,5375820,9443380,337,473400,900707,1374105,0.317,592707,0.644
04-05-2023,14,AR,8319370,265400,3075120,4011640,123,139052,152451,313223,0.135,172823,0.33
04-05-2023,14,PA,42361860,1569500,13917940,21112450,525,740929,1053205,2297060,0.226,1127044,0.471
04-05-2023,14,TN,17036360,533400,5669740,8739000,785,298949,411873,665938,0.125,344811,0.302
04-05-2023,14,KS,8273245,262700,2756640,4155315,262,152320,235908,426441,0.193,209996,0.442
04-05-2023,14,AS,128480,600,25000,100770,0,532,1913,567,0.018,202,0.062
04-05-2023,14,CO,17601975,501900,5399740,9000595,464,418633,725071,1169375,0.26,458885,0.545
04-05-2023,14,KY,12094825,395600,4309100,5893915,321,214655,293107,529409,0.153,271138,0.361
04-05-2023,14,VA2,9829940,626900,4250780,3780420,58,297640,275131,861000,0.0,558896,0.0
04-05-2023,14,VT,2556470,74200,830820,1242290,71,62599,118713,192562,0.3779999999999999,84009,0.672
04-05-2023,14,WV,5471915,172600,1962260,2692125,79,91804,111185,201066,0.14,113613,0.31
04-05-2023,14,MP,150530,3700,28020,108950,1,545,3497,3896,0.108,784,0.209
04-05-2023,14,DC,2727765,73200,796080,1420145,95,59756,85537,206881,0.358,49078,0.562
04-05-2023,14,VA,26559265,803300,8056080,14028475,932,611279,900333,1658536,0.248,692353,0.509
04-05-2023,14,BP2,418890,16200,172520,198750,3,2634,6153,9824,0.0,681,0.0
04-05-2023,14,NH,5061420,189000,1454440,2619480,87,72995,159725,300789,0.272,144794,0.57
04-05-2023,14,ND,1889190,53600,600820,987160,7,28171,62146,111237,0.191,56480,0.471
04-05-2023,14,TX,80031075,2668000,25457720,43500605,110,1214016,1492451,2946634,0.136,1227397,0.3289999999999999
04-05-2023,14,IL,37971235,1185600,11166440,19820715,1267,915046,1448056,2369855,0.24,1007215,0.493
04-05-2023,14,SD,2686455,94000,882300,1321485,27,41116,65190,144545,0.217,74241,0.489
04-05-2023,14,NV,7661560,260400,2313300,4205490,57,129162,193376,374073,0.157,179108,0.361
04-05-2023,14,ID,4707210,160200,1604280,2340630,100,88581,126242,231439,0.173,119957,0.413
04-05-2023,14,CA,119879880,3784800,37583980,63006940,2660,3159650,4197131,7425834,0.243,2782019,0.477
04-05-2023,14,MT,2692525,106500,951800,1264255,132,62468,87351,159785,0.19,84723,0.41
04-05-2023,14,PW,52580,3800,30900,14390,0,1738,674,1831,0.11,314,0.158
04-05-2023,14,SC,14098585,466700,5124740,6861745,265,229066,283694,570546,0.141,322230,0.344
04-05-2023,14,MH,160740,12800,74500,53540,0,2840,963,2821,0.059,234,0.063
04-05-2023,14,MO,15543055,441000,5150260,7955785,234,294379,443511,848766,0.178,427396,0.402
04-05-2023,14,CT,11831195,355800,3949960,5873965,121,310592,392082,843092,0.297,375842,0.596
04-05-2023,14,RI,3492645,90500,1153160,1754645,178,101200,126551,253961,0.297,110064,0.588
04-05-2023,14,GA,28498275,869100,9760900,14752955,481,407134,534377,1041290,0.128,463770,0.306
04-05-2023,14,ME,4920820,159400,1594720,2354030,121,142579,210656,388164,0.354,198233,0.695
04-05-2023,14,MI,29298530,967800,9922820,14412300,516,696918,944574,1672152,0.213,814345,0.461
04-05-2023,14,LA,10225950,330500,3807980,5162110,180,158773,213682,340244,0.096,180074,0.243
04-05-2023,14,NE,5430330,152400,1646580,2899400,130,106807,215167,313703,0.215,148848,0.476
04-05-2023,14,US,974987545,31552000,313353020,504445815,23717,19990146,28280977,52023617,0.201,23258790,0.424
04-05-2023,14,NY,60826765,1962500,18759880,32612135,2036,1144464,1608736,3194529,0.207,1371886,0.416
04-05-2023,14,FM,292640,12800,128440,115460,4,5948,9661,11760,0.176,1124,0.2339999999999999
04-05-2023,14,OK,9618520,342300,3590080,4598300,180,161362,203493,450252,0.15,235678,0.371
04-05-2023,14,DE,3312675,102600,1070900,1647795,92,66745,94891,193696,0.251,100539,0.532
04-05-2023,14,IA,9296775,293100,3075420,4553375,109,222749,353144,589548,0.243,304090,0.55
04-05-2023,14,FL,60987905,2478100,20026920,31952485,2436,1101798,1305112,2375904,0.138,1363622,0.303
04-05-2023,14,WY,1273165,49300,489940,584305,28,25272,32884,61795,0.139,34059,0.3429999999999999
03-29-2023,13,WA,25215075,777800,7777500,12765595,786,654574,1061783,1767903,0.297,689692,0.57
03-29-2023,13,WI,16274905,457200,5140200,8154225,256,471806,747771,1218494,0.267,584710,0.575
03-29-2023,13,MN,18247820,511500,5373720,9427300,336,472548,898106,1365377,0.315,589388,0.64
03-29-2023,13,MA,23470800,634100,7506680,11633760,285,667264,800538,1922928,0.347,746737,0.639
03-29-2023,13,KS,8263985,262700,2756240,4152235,261,152125,235458,423920,0.192,208705,0.439
03-29-2023,13,VI,172540,3400,44240,115760,1,900,1259,3875,0.048,2217,0.108
03-29-2023,13,NC,29955720,959600,9749580,15331620,196,272929,343529,1465284,0.179,691829,0.395
03-29-2023,13,CA,119648960,3784800,37572080,62937760,2655,3153599,4187107,7378146,0.241,2764064,0.473
03-29-2023,13,TX,79885575,2668000,25455120,43440445,110,1211549,1488601,2928240,0.136,1222352,0.327
03-29-2023,13,VA,26505465,803300,8055280,14008655,932,611211,900225,1640312,0.246,684742,0.504
03-29-2023,13,NV,7649820,260400,2312800,4202350,57,129135,193329,372906,0.156,178421,0.36
03-29-2023,13,MT,2689285,106500,951700,1263015,132,62449,87342,159399,0.19,84473,0.409
03-29-2023,13,AL,12240315,402500,4797660,5830235,335,164858,178309,356344,0.093,196755,0.2319999999999999
03-29-2023,13,GA,28453905,869100,9759800,14739835,481,406290,532977,1033230,0.127,460260,0.303
03-29-2023,13,MI,29236690,967800,9921320,14389260,515,695799,942403,1657512,0.211,807394,0.457
03-29-2023,13,NH,5049440,189000,1454340,2615900,87,72883,159233,298799,0.271,143914,0.5670000000000001
03-29-2023,13,DE,3306195,102600,1070800,1646495,92,66670,94742,192730,0.25,100032,0.53
03-29-2023,13,OR,14000035,466700,4482060,7024925,353,317248,551214,851516,0.254,362260,0.473
03-29-2023,13,PA,42251760,1569500,13914340,21066490,526,740726,1052894,2228376,0.2189999999999999,1086074,0.4539999999999999
03-29-2023,13,MP,149830,3700,28020,108350,1,545,3466,3842,0.107,778,0.207
03-29-2023,13,IN,18726870,634000,5568500,10002460,503,267321,459827,691346,0.134,351876,0.324
03-29-2023,13,BP2,418430,16200,172520,198750,3,2634,6153,9773,0.0,677,0.0
03-29-2023,13,AS,128480,600,25000,100770,0,532,1907,555,0.018,197,0.06
03-29-2023,13,CT,11812865,355800,3949060,5868925,121,310199,391375,838544,0.295,373841,0.593
03-29-2023,13,DD2,7745970,210800,2345840,4624130,121,52755,123482,174486,0.0,34568,0.0
03-29-2023,13,KY,12064455,395600,4308500,5881295,321,214385,292605,526640,0.152,269883,0.36
03-29-2023,13,VT,2549710,74200,830420,1240850,70,62475,118348,191380,0.375,83422,0.667
03-29-2023,13,WV,5464115,172600,1962160,2687405,79,91683,111020,200122,0.14,113069,0.308
03-29-2023,13,LA,10213750,330500,3807780,5159750,179,158513,213234,337952,0.095,178910,0.241
03-29-2023,13,RI,3489105,90500,1151660,1754365,178,101034,126248,251977,0.295,109055,0.583
03-29-2023,13,DC,2723355,73200,795780,1418985,93,59661,85359,205400,0.356,48632,0.557
03-29-2023,13,ID,4697790,160200,1604280,2338190,100,88381,126002,229539,0.171,119187,0.41
03-29-2023,13,FL,60887465,2478100,20025820,31923625,2431,1099982,1302576,2358451,0.1369999999999999,1354017,0.301
03-29-2023,13,US,973224305,31552000,313296320,503821755,23691,19958528,28220696,51580927,0.2,23053811,0.421
03-29-2023,13,ND,1884730,53600,600820,985300,7,28111,61964,110595,0.19,56242,0.469
03-29-2023,13,GU,386180,25100,99980,232940,7,7947,11550,15262,0.133,4169,0.26
03-29-2023,13,AZ,19710780,621000,6491720,10157380,1226,416073,584646,1033801,0.183,504399,0.385
03-29-2023,13,MH,160740,12800,74500,53540,0,2840,963,2815,0.059,233,0.062
03-29-2023,13,NE,5416950,152400,1645480,2894440,130,106648,214541,311436,0.214,147732,0.473
03-29-2023,13,IH2,4072345,111800,1528780,1939635,21,48240,65694,149113,0.0,45820,0.0
03-29-2023,13,PW,52580,3800,30900,14390,0,1721,666,1788,0.108,304,0.153
03-29-2023,13,NJ,29279740,1015900,9136940,15444830,938,546780,726545,1399703,0.2019999999999999,589953,0.4
03-29-2023,13,SC,14076995,466700,5124240,6855105,265,228577,283204,566834,0.14,320160,0.342
03-29-2023,13,FM,292640,12800,128440,115460,4,5947,9537,11567,0.173,1110,0.231
03-29-2023,13,NY,60726675,1962500,18757080,32572275,2036,1142640,1605524,3174027,0.206,1362617,0.413
03-29-2023,13,NM,6106755,190600,2019800,2991505,282,161731,209403,424576,0.262,194213,0.514
03-29-2023,13,AR,8310690,265400,3075120,4008920,123,138888,152195,311259,0.134,171757,0.3279999999999999
03-29-2023,13,UT,8348270,257900,2419560,4639670,359,125456,287634,415498,0.183,162241,0.4429999999999999
03-29-2023,13,IL,37906495,1185600,11165040,19798895,1270,913975,1445342,2354805,0.239,1000158,0.489
03-29-2023,13,TN,17017640,533400,5669540,8729980,785,298604,411235,662264,0.125,342900,0.3
03-29-2023,13,PR,8803960,216600,2842720,5009950,252,185663,247453,316182,0.121,160644,0.236
03-29-2023,13,SD,2681815,94000,882000,1318865,27,41038,64908,143402,0.215,73799,0.486
03-29-2023,13,IA,9291395,293100,3075420,4552095,109,222391,352421,585824,0.241,302182,0.546
03-29-2023,13,HI,4598400,124900,1503820,2362220,123,144967,161732,294343,0.264,138250,0.515
03-29-2023,13,OK,9606220,342300,3589880,4593560,181,161087,203116,447563,0.149,234291,0.369
03-29-2023,13,AK,2145295,86200,717820,1072545,63,41139,53141,93462,0.1689999999999999,38382,0.419
03-29-2023,13,CO,17575475,501900,5399740,8988115,463,417997,722433,1141597,0.254,446546,0.53
03-29-2023,13,MD,22106450,616400,6421980,11800210,861,526235,773909,1327485,0.282,523742,0.546
03-29-2023,13,VA2,9823220,626900,4250780,3780060,58,296556,274123,850450,0.0,552224,0.0
03-29-2023,13,MS,7192555,235400,2606580,3681295,159,101850,111482,188025,0.083,107040,0.22
03-29-2023,13,MO,15524315,441000,5150060,7950965,234,294026,442716,844560,0.177,425430,0.401
03-29-2023,13,ME,4910300,159400,1594420,2350190,120,142313,210056,383797,0.35,195972,0.687
03-29-2023,13,WY,1272055,49300,489740,583925,28,25266,32880,61590,0.138,33942,0.342
03-29-2023,13,OH,31332825,1013900,10078940,16301555,1152,711731,1105913,1750497,0.192,872832,0.427
03-22-2023,12,MH,160740,12800,79400,67440,0,2840,963,2815,0.059,233,0.062
03-22-2023,12,SD,2674835,94000,985700,1590435,27,40890,64478,142058,0.213,73422,0.483
03-22-2023,12,NC,29891670,959600,11015480,17873690,196,272445,342627,1459810,0.178,689882,0.3939999999999999
03-22-2023,12,PR,8797810,216600,3094220,5484990,252,185156,246582,313668,0.12,159506,0.235
03-22-2023,12,OK,9593660,342300,3962160,5260700,180,160040,201759,442370,0.147,232022,0.365
03-22-2023,12,UT,8328610,257900,2635940,5426070,359,125139,286509,412813,0.181,161544,0.442
03-22-2023,12,ND,1882400,53600,656320,1169880,7,28054,61763,110066,0.1889999999999999,56077,0.4679999999999999
03-22-2023,12,WV,5450075,172600,2193020,3074755,79,91555,110873,199540,0.139,112784,0.307
03-22-2023,12,AL,12225435,402500,5232580,6567055,335,164537,177795,354384,0.093,195862,0.23
03-22-2023,12,NH,5042710,189000,1610440,3238770,87,72789,158806,297803,0.27,143549,0.565
03-22-2023,12,PA,42179660,1569500,15648820,24890040,525,739309,1049895,2220412,0.218,1082831,0.452
03-22-2023,12,AR,8296910,265400,3408820,4594890,123,138704,151915,310193,0.134,171329,0.327
03-22-2023,12,HI,4589330,124900,1746820,2713310,123,144392,161006,291081,0.261,136564,0.509
03-22-2023,12,DD2,7739130,210800,2481540,5009690,120,52566,123135,173166,0.0,34405,0.0
03-22-2023,12,MT,2685065,106500,1065420,1506445,132,62178,86984,158170,0.188,83982,0.407
03-22-2023,12,ME,4897100,159400,1835060,2895640,118,142030,209340,382067,0.349,195378,0.685
03-22-2023,12,WY,1269455,49300,537240,679615,28,25202,32808,61319,0.138,33837,0.341
03-22-2023,12,WI,16237615,457200,5943080,9816535,256,470901,745492,1213014,0.266,582921,0.573
03-22-2023,12,BP2,418430,16200,183920,218310,3,2634,6153,9773,0.0,677,0.0
03-22-2023,12,SC,14051715,466700,5691460,7846855,265,228015,282591,564291,0.14,319034,0.34
03-22-2023,12,MI,29179380,967800,11279620,16901960,513,694259,939811,1650010,0.21,804749,0.456
03-22-2023,12,MD,22069180,616400,7369520,14047760,861,525372,772277,1322793,0.281,522331,0.544
03-22-2023,12,VA,26459705,803300,9181380,16443425,931,610271,898130,1634469,0.245,682876,0.503
03-22-2023,12,OR,13964585,466700,4974260,8500425,352,316656,549375,847290,0.253,361059,0.471
03-22-2023,12,CT,11790545,355800,4565320,6860125,121,309752,390591,835667,0.294,372924,0.5920000000000001
03-22-2023,12,LA,10199700,330500,4115780,5744020,179,158121,212606,335824,0.094,177901,0.24
03-22-2023,12,VT,2544270,74200,935920,1531250,70,62345,117993,190627,0.374,83136,0.665
03-22-2023,12,FL,60783275,2478100,22201900,36043775,2426,1097796,1298998,2344411,0.136,1347590,0.3
03-22-2023,12,NE,5404990,152400,1823560,3422230,130,106462,213908,310109,0.213,147303,0.471
03-22-2023,12,OH,31267195,1013900,11184800,19040295,1147,710068,1103315,1742746,0.191,869546,0.425
03-22-2023,12,IN,18686300,634000,6285220,11756280,498,266860,458762,688546,0.133,350784,0.3229999999999999
03-22-2023,12,MA,23418930,634100,8885140,13885590,284,665916,798096,1914628,0.346,744584,0.637
03-22-2023,12,US,971469075,31552000,352247700,586424075,23646,19917367,28142818,51335207,0.1989999999999999,22970943,0.419
03-22-2023,12,TN,16981770,533400,6300220,10130150,785,298154,410582,659795,0.124,341855,0.299
03-22-2023,12,PW,52580,3800,32300,16480,0,1716,664,1774,0.107,303,0.152
03-22-2023,12,IL,37830335,1185600,12856080,23759255,1266,912300,1441550,2345596,0.238,997166,0.488
03-22-2023,12,NV,7633300,260400,2562220,4803780,57,128912,192966,371072,0.155,177751,0.358
03-22-2023,12,TX,79778285,2668000,28214080,48787505,110,1208927,1484550,2910016,0.135,1216962,0.326
03-22-2023,12,VI,172060,3400,47540,120820,1,896,1259,3823,0.047,2183,0.107
03-22-2023,12,IA,9285645,293100,3472100,5500745,109,222000,351569,583539,0.24,301297,0.545
03-22-2023,12,GA,28400045,869100,10700280,16792065,479,405307,531067,1027065,0.127,457968,0.302
03-22-2023,12,CA,119464970,3784800,42594960,72929210,2650,3146139,4174524,7337952,0.24,2753356,0.472
03-22-2023,12,VA2,9812000,626900,4845680,4327920,58,295402,273021,843758,0.0,548394,0.0
03-22-2023,12,ID,4688940,160200,1800580,2712160,100,88218,125711,228672,0.171,118878,0.409
03-22-2023,12,MP,149830,3700,29220,116710,1,545,3429,3790,0.105,770,0.205
03-22-2023,12,KY,12044315,395600,4776040,6860275,321,214094,291997,524607,0.151,269060,0.358
03-22-2023,12,NJ,29228540,1015900,10296720,17875720,937,545315,724356,1391419,0.2,587386,0.3979999999999999
03-22-2023,12,FM,290500,12800,128940,148760,4,5947,9537,11567,0.173,1110,0.231
03-22-2023,12,WA,25160995,777800,8916000,15430995,785,653157,1058943,1760600,0.296,687789,0.569
03-22-2023,12,KS,8242215,262700,3059160,4898455,260,151766,234363,420612,0.19,207581,0.437
03-22-2023,12,DE,3297555,102600,1221700,1968555,92,66587,94571,192147,0.249,99811,0.528
