Date,Week,Location,Total Vaccines Given,Total J&J Vaccines,Total Moderna Vaccines,Total Pfizer Vaccines,second_booster_janssen,second_booster_moderna,second_booster_pfizer,Total Booster Given 18+,Total Booster Given 18+ %,Total Booster Given 65+,Total Booster Given 65+ %
03-22-2023,12,CO,17522215,501900,6113220,10872495,463,417370,720073,1136370,0.253,445126,0.528
03-22-2023,12,AK,2140645,86200,800620,1248025,63,41038,52952,92900,0.168,38238,0.418
03-22-2023,12,RI,3480765,90500,1339760,2046105,177,100820,125926,250892,0.293,108622,0.581
03-22-2023,12,MN,18206190,511500,6136560,11539830,336,471689,895287,1359420,0.313,587816,0.639
03-22-2023,12,DC,2720005,73200,933840,1709865,93,59588,85243,205009,0.355,48529,0.556
03-22-2023,12,GU,383020,25100,106980,250340,7,7905,11469,14959,0.131,4096,0.255
03-22-2023,12,IH2,4061275,111800,1689060,2252115,21,47986,65258,147594,0.0,45444,0.0
03-22-2023,12,NY,60631575,1962500,21029860,37603115,2033,1140521,1601914,3162166,0.205,1358223,0.412
03-22-2023,12,AZ,19669640,621000,7273260,11754980,1224,415390,583311,1028921,0.182,502954,0.384
03-22-2023,12,MS,7184425,235400,2826920,4114305,158,101826,111457,187878,0.0819999999999999,106985,0.22
03-22-2023,12,AS,128480,600,25500,102380,0,532,1904,549,0.018,197,0.06
03-22-2023,12,NM,6096305,190600,2355100,3542905,282,161480,209028,423039,0.261,193700,0.513
03-22-2023,12,MO,15504375,441000,5787240,9256735,234,293627,441850,841323,0.176,424171,0.3989999999999999
03-15-2023,11,AK,2134835,86200,799520,1243515,63,40920,52809,92406,0.168,38117,0.416
03-15-2023,11,SD,2667655,94000,985000,1583955,27,40855,64400,141779,0.212,73347,0.483
03-15-2023,11,DE,3287805,102600,1220100,1960405,92,66485,94419,191587,0.249,99583,0.527
03-15-2023,11,ID,4680740,160200,1797340,2707300,100,88063,125412,227735,0.17,118552,0.408
03-15-2023,11,IN,18647190,634000,6279020,11723770,497,266095,456991,683788,0.132,348899,0.321
03-15-2023,11,AZ,19626280,621000,7263940,11721040,1137,414319,581698,1022318,0.181,501001,0.3829999999999999
03-15-2023,11,PW,52430,3800,32300,16330,0,1702,662,1750,0.106,293,0.147
03-15-2023,11,NC,29839510,959600,11002300,17834910,196,271922,341765,1454049,0.178,687853,0.3929999999999999
03-15-2023,11,BP2,418430,16200,183920,218310,3,2634,6153,9772,0.0,676,0.0
03-15-2023,11,WV,5441155,172600,2189980,3068875,79,91390,110707,198812,0.139,112448,0.306
03-15-2023,11,CT,11773465,355800,4558260,6850105,120,309326,389829,832802,0.293,371973,0.59
03-15-2023,11,CO,17487215,501900,6105760,10844955,461,416649,717766,1131320,0.251,443784,0.527
03-15-2023,11,ND,1876870,53600,656320,1164350,7,27996,61537,109522,0.188,55886,0.466
03-15-2023,11,LA,10182930,330500,4111180,5732450,178,157776,211943,333678,0.094,176995,0.239
03-15-2023,11,IH2,4051495,111800,1685280,2246215,21,47790,64805,146164,0.0,45113,0.0
03-15-2023,11,FM,290500,12800,128940,148760,4,5944,9329,11379,0.171,1098,0.228
03-15-2023,11,OR,13937855,466700,4966520,8481735,350,316066,547191,842963,0.252,359763,0.47
03-15-2023,11,MO,15476015,441000,5781360,9234855,234,293190,440747,837684,0.176,422697,0.3979999999999999
03-15-2023,11,KS,8220425,262700,3055440,4880685,260,151533,234003,419452,0.19,207067,0.435
03-15-2023,11,VA,26416265,803300,9170080,16411485,925,608171,893552,1621968,0.243,678678,0.499
03-15-2023,11,KY,12022935,395600,4769540,6845695,320,213826,291481,522966,0.151,268376,0.358
03-15-2023,11,TX,79643845,2668000,28180260,48690285,110,1206272,1479957,2891151,0.134,1211493,0.324
03-15-2023,11,ME,4884810,159400,1830920,2887490,118,141709,208592,380339,0.347,194744,0.6829999999999999
03-15-2023,11,NY,60523205,1962500,20995900,37529905,2030,1138368,1598182,3150210,0.204,1354080,0.411
03-15-2023,11,MN,18157630,511500,6129420,11498510,336,470770,892582,1353547,0.312,586318,0.637
03-15-2023,11,AL,12208705,402500,5227280,6555725,333,164241,177331,352592,0.092,194953,0.2289999999999999
03-15-2023,11,OK,9579790,342300,3959560,5250030,180,159996,201672,441845,0.147,231834,0.365
03-15-2023,11,MP,149830,3700,29220,116710,1,545,3391,3734,0.104,759,0.2019999999999999
03-15-2023,11,WI,16199885,457200,5933000,9789085,256,469910,743013,1207070,0.265,580989,0.5710000000000001
03-15-2023,11,OH,31207485,1013900,11172740,18993245,1141,708725,1100608,1735754,0.191,866821,0.424
03-15-2023,11,GA,28353485,869100,10690420,16756465,477,404331,529317,1021261,0.126,455789,0.3
03-15-2023,11,GU,383020,25100,106980,250340,7,7854,11357,14579,0.127,4030,0.251
03-15-2023,11,MI,29131360,967800,11266080,16868180,513,692429,936898,1641942,0.209,802030,0.4539999999999999
03-15-2023,11,PR,8790920,216600,3090520,5481800,252,184509,245642,310699,0.119,158061,0.233
03-15-2023,11,SC,14019895,466700,5683340,7823155,261,227333,281844,561180,0.139,317676,0.3389999999999999
03-15-2023,11,WA,25111855,777800,8904000,15394455,782,651710,1055963,1752978,0.295,685760,0.5670000000000001
03-15-2023,11,US,969633645,31552000,351772040,585085905,23505,19876517,28064532,51094257,0.198,22890311,0.418
03-15-2023,11,CA,119245670,3784800,42533620,72773950,2647,3139041,4162977,7300571,0.238,2743250,0.47
03-15-2023,11,IL,37747725,1185600,12836140,23697185,1264,910486,1437186,2335611,0.237,993653,0.486
03-15-2023,11,VT,2538950,74200,934120,1527730,70,62245,117716,190045,0.373,82961,0.6629999999999999
03-15-2023,11,NE,5395450,152400,1821820,3414730,130,106281,213232,308471,0.212,146678,0.469
03-15-2023,11,MD,22018320,616400,7357380,14009440,861,524537,770375,1317706,0.28,520794,0.5429999999999999
03-15-2023,11,MA,23366810,634100,8864080,13854730,284,664749,795846,1907116,0.344,742533,0.635
03-15-2023,11,NH,5032390,189000,1608580,3230310,87,72759,158680,297456,0.2689999999999999,143386,0.565
03-15-2023,11,TN,16955790,533400,6292520,10112170,785,297679,409807,657131,0.124,340749,0.298
03-15-2023,11,IA,9277605,293100,3470200,5494705,109,221448,350373,580377,0.239,300176,0.5429999999999999
03-15-2023,11,MT,2679685,106500,1064720,1501865,132,62146,86974,158085,0.188,83948,0.407
03-15-2023,11,MS,7175065,235400,2823980,4107885,158,101592,111204,186704,0.0819999999999999,106431,0.2189999999999999
03-15-2023,11,HI,4580780,124900,1744320,2707260,123,143933,160209,287993,0.258,134975,0.503
03-15-2023,11,RI,3473945,90500,1338460,2040585,176,100605,125568,249770,0.292,108250,0.579
03-15-2023,11,WY,1267395,49300,536540,678355,28,25153,32739,61034,0.1369999999999999,33730,0.34
03-15-2023,11,AR,8287210,265400,3404720,4589790,122,138527,151636,309158,0.133,170918,0.326
03-15-2023,11,DC,2716395,73200,932940,1707155,93,59141,84378,203758,0.353,48250,0.552
03-15-2023,11,DD2,7729910,210800,2478640,5004070,118,52361,122722,171741,0.0,34228,0.0
03-15-2023,11,MH,160740,12800,79400,67440,0,2840,963,2815,0.059,233,0.062
03-15-2023,11,VA2,9800820,626900,4841080,4321440,58,294111,271806,836718,0.0,544280,0.0
03-15-2023,11,NM,6088155,190600,2352400,3537455,280,161227,208616,421437,0.26,193212,0.512
03-15-2023,11,UT,8309020,257900,2633700,5408720,359,124933,285865,411247,0.181,161163,0.44
03-15-2023,11,AS,128480,600,25500,102380,0,532,1902,539,0.017,195,0.059
03-15-2023,11,NJ,29176130,1015900,10287580,17832950,936,544247,722726,1385275,0.2,585449,0.397
03-15-2023,11,VI,172060,3400,47540,120820,1,896,1260,3801,0.047,2165,0.106
03-15-2023,11,FL,60683285,2478100,22170300,35976385,2417,1096014,1296118,2333324,0.135,1342588,0.299
03-15-2023,11,PA,42049530,1569500,15612900,24798530,524,738410,1048348,2214721,0.218,1080301,0.451
03-15-2023,11,NV,7622620,260400,2559800,4795720,57,128665,192595,369268,0.155,177191,0.357
03-08-2023,10,AS,128480,600,25500,102380,0,528,1901,532,0.017,191,0.0579999999999999
03-08-2023,10,MA,23268890,633500,8812980,13808910,284,663374,793169,1898185,0.3429999999999999,740178,0.633
03-08-2023,10,IH2,4043225,111800,1682480,2240945,21,47612,64329,144744,0.0,44749,0.0
03-08-2023,10,MT,2675945,106500,1062800,1500145,132,61947,86715,157289,0.187,83623,0.405
03-08-2023,10,VI,172060,3400,47540,120820,1,894,1260,3774,0.046,2155,0.105
03-08-2023,10,KY,11983825,395600,4754400,6822025,320,213475,290800,520773,0.15,267487,0.356
03-08-2023,10,OK,9554530,342300,3946880,5238550,180,159952,201580,441290,0.147,231623,0.365
03-08-2023,10,NC,29771510,959600,10967080,17802430,196,271440,341230,1449709,0.177,686323,0.392
03-08-2023,10,TN,16935420,533400,6277640,10106880,785,297192,408956,654198,0.123,339535,0.297
03-08-2023,10,ME,4870250,159400,1826320,2877530,118,141420,208009,378798,0.346,194214,0.6809999999999999
03-08-2023,10,DC,2709345,73200,930680,1702465,93,58973,83909,202436,0.35,47968,0.5489999999999999
03-08-2023,10,UT,8290440,257900,2630660,5393680,358,124631,284732,408719,0.18,160561,0.439
03-08-2023,10,MO,15425385,441000,5754360,9211725,234,292666,439635,833832,0.175,421203,0.397
03-08-2023,10,SD,2657185,94000,982500,1576385,27,40685,63924,140226,0.21,72810,0.479
03-08-2023,10,IL,37671795,1185600,12806840,23650955,1267,908954,1433261,2328854,0.236,991600,0.485
03-08-2023,10,IA,9200365,293100,3446720,5443145,109,221164,349837,578851,0.238,299582,0.542
03-08-2023,10,US,967430045,31552000,351003220,583678325,23472,19829102,27976130,50821425,0.1969999999999999,22796124,0.416
03-08-2023,10,SC,13962395,466400,5669440,7780555,261,226846,281254,558753,0.138,316608,0.3379999999999999
03-08-2023,10,WI,16160785,457200,5915400,9767585,256,468997,741082,1202275,0.264,579408,0.57
03-08-2023,10,OR,13902985,466700,4957760,8456625,348,315458,545093,838260,0.25,358381,0.4679999999999999
03-08-2023,10,NE,5383310,152400,1817180,3407230,130,106037,212516,306499,0.21,145867,0.467
03-08-2023,10,FM,290500,12800,128940,148760,4,5942,8944,11054,0.166,1068,0.222
03-08-2023,10,NY,60432605,1964500,20964580,37468925,2027,1135901,1593911,3136757,0.203,1349137,0.409
03-08-2023,10,ND,1875990,53600,656220,1163670,7,27948,61338,109009,0.187,55751,0.465
03-08-2023,10,MN,18114520,511500,6115820,11469200,336,469667,889307,1346530,0.311,584435,0.635
03-08-2023,10,NJ,29092215,1015900,10264640,17773775,934,542888,720805,1378471,0.1989999999999999,583097,0.395
03-08-2023,10,DE,3277095,102600,1216700,1953195,92,66378,94239,190905,0.248,99318,0.526
03-08-2023,10,AK,2130145,86200,797220,1241225,63,40835,52640,91890,0.1669999999999999,37959,0.414
03-08-2023,10,AR,8272330,265400,3397720,4582010,122,138173,151301,307868,0.133,170376,0.325
03-08-2023,10,MH,160740,12800,79400,67440,0,2703,795,2222,0.047,184,0.049
03-08-2023,10,KS,8194455,262700,3048740,4861815,260,151245,233570,418016,0.1889999999999999,206431,0.434
03-08-2023,10,VA,26382915,803400,9166300,16383015,923,606995,891105,1615036,0.242,676443,0.498
03-08-2023,10,WV,5432945,172600,2187620,3063225,79,91201,110470,197833,0.138,111995,0.305
03-08-2023,10,ID,4671440,160200,1793480,2702060,100,87875,125077,226722,0.1689999999999999,118203,0.407
03-08-2023,10,MS,7150775,235400,2809960,4097915,157,101035,110475,183883,0.081,104996,0.216
03-08-2023,10,VA2,9797120,626900,4837480,4321440,58,292686,270479,828790,0.0,539700,0.0
03-08-2023,10,NH,5023490,189000,1606940,3223050,87,72111,157218,294260,0.266,142262,0.56
03-08-2023,10,OH,31148485,1014000,11158740,18948445,1138,707469,1097673,1728150,0.19,863615,0.422
03-08-2023,10,WY,1264795,49300,535240,677255,28,25091,32640,60691,0.136,33589,0.3389999999999999
03-08-2023,10,CO,17418215,501900,6085240,10797675,461,415924,715373,1125803,0.25,442272,0.525
03-08-2023,10,GU,383020,25100,106980,250340,7,7827,11320,14441,0.126,4004,0.249
03-08-2023,10,WA,25045245,777800,8876600,15356245,782,650051,1052631,1744562,0.293,683580,0.565
03-08-2023,10,MI,29086810,967800,11243720,16846290,513,691058,934077,1634514,0.208,799402,0.4529999999999999
03-08-2023,10,PW,52330,3800,32200,16330,0,1694,657,1725,0.104,289,0.145
03-08-2023,10,DD2,7725530,210800,2476340,5002490,117,52187,122317,170457,0.0,34049,0.0
03-08-2023,10,CA,119040795,3785200,42471080,72633915,2646,3130942,4149914,7259013,0.237,2731469,0.4679999999999999
03-08-2023,10,LA,10165280,330500,4103180,5722800,177,157310,211068,330916,0.093,175699,0.237
03-08-2023,10,BP2,416990,16200,183920,216870,3,2634,6152,9767,0.0,676,0.0
03-08-2023,10,GA,28295945,869100,10672600,16716945,477,403248,527444,1015191,0.125,453517,0.299
03-08-2023,10,IN,18592460,634000,6264600,11683860,496,265435,455352,679616,0.132,347346,0.32
03-08-2023,10,RI,3472905,90600,1340500,2037405,176,100413,125226,248789,0.291,107936,0.5770000000000001
03-08-2023,10,MP,148970,3700,29220,115850,1,543,3361,3678,0.102,748,0.1989999999999999
03-08-2023,10,FL,60545725,2477700,22121620,35888605,2407,1091652,1289529,2307941,0.134,1331118,0.296
03-08-2023,10,PR,8782780,216600,3085420,5478960,252,183699,244433,306854,0.1169999999999999,156278,0.23
03-08-2023,10,TX,79465815,2667600,28129440,48564175,109,1202709,1474419,2868516,0.133,1204558,0.3229999999999999
03-08-2023,10,HI,4571130,124900,1741820,2700310,123,143022,159279,284307,0.255,133376,0.497
03-08-2023,10,NV,7604280,260400,2554500,4782980,57,128313,192051,366847,0.154,176335,0.356
03-08-2023,10,VT,2530520,74200,931420,1522300,69,62107,117324,189156,0.371,82650,0.6609999999999999
03-08-2023,10,AZ,19577130,621000,7246020,11689910,1136,413394,580172,1016515,0.18,499187,0.381
03-08-2023,10,NM,6077815,190600,2345200,3534515,278,160931,208108,419656,0.259,192579,0.51
03-08-2023,10,AL,12189540,402500,5219060,6544980,333,163897,176801,350737,0.092,194068,0.228
03-08-2023,10,PA,41992805,1569200,15606620,24751585,521,736921,1045529,2205438,0.217,1076480,0.45
03-08-2023,10,CT,11729065,355100,4530880,6833785,119,308812,388810,829448,0.292,370833,0.588
03-08-2023,10,MD,21946020,616400,7339160,13956460,861,523677,768380,1311986,0.278,519032,0.541
03-01-2023,9,VI,171860,3400,47440,120720,1,893,1260,3740,0.046,2140,0.105
03-01-2023,9,TX,79320505,2667600,28078040,48473665,109,1199266,1468979,2846648,0.132,1197878,0.321
03-01-2023,9,HI,4559710,124900,1738820,2692090,123,142720,158835,282791,0.253,132966,0.495
03-01-2023,9,AS,128480,600,25500,102380,0,528,1894,520,0.017,190,0.0579999999999999
03-01-2023,9,PW,52330,3800,32200,16330,0,1681,644,1686,0.102,281,0.141
03-01-2023,9,NH,5011340,189000,1602340,3215500,87,72082,157204,293956,0.266,142087,0.56
03-01-2023,9,DE,3270435,102600,1214800,1948835,92,66258,93998,190049,0.247,98992,0.524
03-01-2023,9,NC,29716450,959600,10949980,17765970,196,270773,339976,1441812,0.176,683426,0.39
03-01-2023,9,US,965128255,31551500,350174620,582254535,23433,19782831,27889604,50544428,0.196,22700520,0.414
03-01-2023,9,IH2,4030585,111700,1674280,2236805,21,47376,63929,143251,0.0,44413,0.0
03-01-2023,9,FL,60434435,2477700,22088820,35812315,2401,1089208,1286052,2293833,0.133,1324564,0.295
03-01-2023,9,TN,16911920,533400,6271440,10090780,785,296669,407987,651079,0.122,338158,0.296
03-01-2023,9,AL,12169370,402500,5210660,6533610,332,163453,176325,348730,0.091,193096,0.2269999999999999
03-01-2023,9,WI,16124215,457200,5895800,9751615,256,467829,738429,1195552,0.262,577033,0.5670000000000001
03-01-2023,9,KS,8177005,262700,3043640,4849665,260,150886,232958,416238,0.188,205698,0.433
03-01-2023,9,LA,10154720,330500,4100380,5715340,177,156915,210395,328722,0.092,174691,0.236
03-01-2023,9,VA2,9778360,626900,4828780,4312080,58,291208,269057,820268,0.0,534770,0.0
03-01-2023,9,IN,18543090,634000,6256900,11642690,495,264685,453537,674636,0.131,345445,0.318
03-01-2023,9,PR,8775490,216600,3083520,5473670,252,182865,243387,303448,0.1159999999999999,154694,0.228
03-01-2023,9,KY,11956485,395600,4747500,6802085,320,213217,290198,518873,0.15,266650,0.355
03-01-2023,9,MT,2672245,106500,1061600,1497745,132,61930,86705,157204,0.187,83583,0.405
03-01-2023,9,ND,1870480,53600,655320,1159060,7,27873,61096,108419,0.186,55601,0.4639999999999999
03-01-2023,9,BP2,416290,16200,183220,216870,3,2633,6085,9578,0.0,667,0.0
03-01-2023,9,NY,60285275,1964500,20914880,37373395,2026,1133135,1589180,3121698,0.2019999999999999,1343723,0.408
03-01-2023,9,DD2,7719170,210800,2471340,5001630,117,51905,121832,167861,0.0,33078,0.0
03-01-2023,9,CO,17382945,501900,6073040,10775505,459,415093,712648,1119491,0.249,440526,0.523
03-01-2023,9,VA,26338235,803400,9153800,16351635,921,605695,888355,1607193,0.241,673793,0.496
03-01-2023,9,MN,18049700,511500,6090920,11430580,335,468628,886116,1339700,0.309,582634,0.633
03-01-2023,9,VT,2523840,74200,929420,1517720,69,61938,116925,188316,0.369,82385,0.659
03-01-2023,9,DC,2696165,73200,929180,1690785,93,58807,83623,201457,0.349,47743,0.547
03-01-2023,9,AR,8257310,265400,3395420,4569790,122,137931,150879,306426,0.132,169736,0.324
03-01-2023,9,UT,8275060,257900,2627460,5382000,358,124427,283938,406934,0.179,160123,0.4379999999999999
03-01-2023,9,RI,3467355,90600,1339100,2033255,176,100223,124873,247803,0.29,107646,0.5760000000000001
03-01-2023,9,MP,148970,3700,29220,115850,1,535,3301,3601,0.1,740,0.1969999999999999
03-01-2023,9,AK,2125955,86200,795620,1238735,63,40740,52428,91331,0.166,37782,0.413
03-01-2023,9,MO,15389095,441000,5747760,9182735,234,292109,438181,829278,0.174,419296,0.395
03-01-2023,9,MD,21892760,616400,7324460,13919400,856,522767,766479,1306420,0.2769999999999999,517382,0.539
03-01-2023,9,WA,24946135,777800,8832000,15303435,781,648106,1048736,1735761,0.292,681158,0.563
03-01-2023,9,NE,5371260,152400,1815380,3397380,130,105787,211739,304689,0.209,145194,0.465
03-01-2023,9,WY,1263125,49300,534540,676285,28,25025,32549,60354,0.136,33442,0.337
03-01-2023,9,FM,290500,12800,128940,148760,4,5942,8768,10861,0.163,1051,0.218
03-01-2023,9,AZ,19541930,621000,7237320,11664010,1133,412382,578609,1009896,0.179,497032,0.38
03-01-2023,9,PA,41867655,1569200,15563320,24673535,518,735090,1042355,2194555,0.216,1071931,0.4479999999999999
03-01-2023,9,IA,9193505,293100,3443920,5439285,109,220692,348772,576074,0.237,298546,0.54
03-01-2023,9,CT,11702715,355100,4523680,6814935,119,308310,387790,825954,0.291,369768,0.5870000000000001
03-01-2023,9,NM,6067555,190600,2342800,3526855,278,160641,207615,417843,0.258,192033,0.509
03-01-2023,9,IL,37593325,1185600,12784140,23595885,1262,906764,1428866,2318581,0.235,988114,0.484
03-01-2023,9,ID,4663090,160200,1788980,2698310,100,87656,124783,225666,0.1689999999999999,117842,0.405
03-01-2023,9,MH,160240,12800,78900,67440,0,2703,795,2222,0.047,184,0.049
03-01-2023,9,ME,4853250,159400,1820820,2866530,118,141059,207354,376882,0.344,193436,0.6779999999999999
03-01-2023,9,OK,9531590,342300,3934680,5230110,180,159490,201000,438795,0.146,230571,0.363
03-01-2023,9,NV,7590780,260400,2551000,4773380,57,127974,191636,364677,0.153,175616,0.354
03-01-2023,9,WV,5419485,172600,2182520,3055465,79,91071,110325,197150,0.138,111666,0.304
03-01-2023,9,CA,118694355,3784900,42295980,72470975,2646,3123148,4136820,7211077,0.236,2717090,0.465
03-01-2023,9,SD,2647975,94000,981100,1568875,27,40644,63855,139946,0.21,72716,0.479
03-01-2023,9,GU,383020,25100,106980,250340,7,7822,11320,14416,0.126,3998,0.249
03-01-2023,9,SC,13929905,466400,5659040,7759065,261,226208,280480,555612,0.138,315193,0.336
03-01-2023,9,NJ,29028255,1015900,10247040,17728815,931,541715,718816,1370815,0.1969999999999999,580217,0.3929999999999999
03-01-2023,9,OH,31076535,1014000,11139740,18896495,1135,705789,1094608,1719681,0.1889999999999999,860236,0.42
03-01-2023,9,MS,7134145,235400,2803060,4088485,157,101002,110451,183695,0.081,104920,0.216
03-01-2023,9,OR,13858265,466700,4936960,8433805,348,314700,542837,832939,0.249,356868,0.466
03-01-2023,9,MA,23201200,633500,8791980,13763120,284,662059,790742,1889957,0.341,737954,0.631
03-01-2023,9,GA,28231425,869100,10647300,16678225,476,402167,525479,1008881,0.124,451128,0.297
03-01-2023,9,MI,28958700,967600,11182320,16782180,512,689784,931335,1627430,0.208,796955,0.451
02-22-2023,8,DD2,7712830,210800,2470140,4997390,117,51744,121466,166709,0.0,32936,0.0
02-22-2023,8,SC,13891995,466400,5645240,7735455,261,225486,279653,552193,0.1369999999999999,313542,0.335
02-22-2023,8,WV,5407555,172600,2178320,3048135,79,90916,110134,196369,0.1369999999999999,111303,0.303
02-22-2023,8,SD,2642415,94000,979700,1565015,27,40453,63424,138495,0.207,72224,0.476
02-22-2023,8,MT,2668655,106500,1060200,1495655,132,61596,86098,155483,0.185,82873,0.401
02-22-2023,8,VI,171860,3400,47440,120720,1,893,1260,3710,0.046,2130,0.104
02-22-2023,8,UT,8258190,257900,2624160,5368630,357,124191,283138,405117,0.178,159666,0.436
02-22-2023,8,NC,29631490,959600,10926580,17706010,196,270019,338751,1433741,0.175,680257,0.3879999999999999
02-22-2023,8,AK,2120875,86200,793620,1235755,63,40646,52278,90912,0.165,37650,0.411
02-22-2023,8,OK,9515410,341800,3927580,5222330,180,158995,200358,435948,0.145,229345,0.361
02-22-2023,8,GA,28158985,869100,10623400,16630085,476,400702,523478,1001954,0.123,448612,0.296
02-22-2023,8,ND,1865880,53600,654720,1155260,7,27803,60816,107759,0.185,55425,0.462
02-22-2023,8,DE,3261575,102600,1210500,1944475,92,66158,93775,189260,0.246,98717,0.523
02-22-2023,8,RI,3462395,90600,1335700,2031995,176,99973,124545,246725,0.289,107285,0.574
02-22-2023,8,MN,18012770,511500,6090920,11393650,335,467686,883444,1333862,0.308,581123,0.631
02-22-2023,8,MH,159440,12800,78900,66640,0,2703,795,2222,0.047,184,0.049
02-22-2023,8,IL,37506915,1185600,12760840,23533475,1263,903895,1423078,2304469,0.2339999999999999,983430,0.481
02-22-2023,8,WA,24883135,777800,8815700,15257235,780,646409,1045379,1727183,0.29,678960,0.561
02-22-2023,8,MS,7119815,235300,2795760,4081655,157,100596,109985,181789,0.08,103970,0.214
02-22-2023,8,AZ,19497420,621000,7223820,11633200,1122,411327,577109,1004390,0.178,495156,0.3779999999999999
02-22-2023,8,DC,2690335,73200,927380,1686855,93,58731,83450,200907,0.348,47590,0.545
02-22-2023,8,IA,9185815,293100,3441320,5434395,107,220154,347696,573158,0.236,297419,0.5379999999999999
02-22-2023,8,LA,10141420,330300,4094680,5707940,177,156419,209744,326348,0.092,173509,0.2339999999999999
02-22-2023,8,NV,7578600,260400,2546100,4766200,57,127591,191112,362186,0.152,174765,0.352
02-22-2023,8,OR,13837015,466700,4929960,8419755,348,314007,541104,828780,0.247,355580,0.4639999999999999
02-22-2023,8,GU,377620,24900,105380,246740,7,7821,11318,14401,0.126,3994,0.249
02-22-2023,8,VA,26276965,803400,9133400,16311565,921,605626,888198,1606170,0.241,673466,0.496
02-22-2023,8,IN,18492990,634000,6244800,11605290,494,263926,451557,669674,0.13,343537,0.316
02-22-2023,8,TX,79138245,2665300,28016240,48359205,108,1195601,1463052,2824057,0.131,1190567,0.319
02-22-2023,8,NE,5360300,152400,1810880,3391020,130,105627,210932,302984,0.208,144517,0.4629999999999999
02-22-2023,8,MP,148030,3700,29220,114910,1,535,3245,3519,0.098,714,0.19
02-22-2023,8,AR,8228410,265100,3379420,4558290,122,137692,150482,304863,0.132,169075,0.3229999999999999
02-22-2023,8,VA2,9773260,626900,4823780,4312080,58,289566,267569,811291,0.0,529477,0.0
02-22-2023,8,CT,11677565,355100,4514680,6799185,119,307696,386789,822200,0.29,368508,0.585
02-22-2023,8,BP2,415490,16200,182420,216870,3,2632,6085,9577,0.0,667,0.0
02-22-2023,8,NJ,28955715,1015900,10220240,17684675,931,540299,716794,1362872,0.196,577296,0.391
02-22-2023,8,FL,60336425,2477400,22050420,35753905,2401,1088957,1285865,2292622,0.133,1323989,0.294
02-22-2023,8,MI,28917130,967600,11182320,16740610,512,688589,928775,1620796,0.207,794598,0.45
02-22-2023,8,PA,41739215,1569200,15502820,24610095,516,733019,1039038,2182564,0.215,1066682,0.446
02-22-2023,8,PW,52330,3800,32200,16330,0,1681,644,1686,0.102,281,0.141
02-22-2023,8,AS,128480,600,25500,102380,0,528,1890,507,0.016,188,0.057
02-22-2023,8,MO,15362075,441000,5737760,9166015,234,291339,436913,824417,0.173,417282,0.3929999999999999
02-22-2023,8,PR,8768220,216600,3081420,5468500,252,181992,242040,299391,0.114,152745,0.225
02-22-2023,8,ID,4655910,160200,1785680,2694530,100,87429,124418,224506,0.168,117402,0.4039999999999999
