Date,Week,Location,Total Vaccines Given,Total J&J Vaccines,Total Moderna Vaccines,Total Pfizer Vaccines,second_booster_janssen,second_booster_moderna,second_booster_pfizer,Total Booster Given 18+,Total Booster Given 18+ %,Total Booster Given 65+,Total Booster Given 65+ %
02-22-2023,8,KY,11920095,395600,4736700,6776795,320,212681,289278,515872,0.149,265316,0.353
02-22-2023,8,KS,8166065,262700,3040040,4842725,255,150137,231867,413048,0.187,204233,0.43
02-22-2023,8,CO,17340235,501900,6060640,10749595,458,414372,709946,1114041,0.248,439035,0.521
02-22-2023,8,US,963131415,31547200,349537120,580931295,23398,19733825,27800120,50271843,0.195,22606262,0.413
02-22-2023,8,OH,30983555,1013900,11106940,18837615,1132,704139,1091376,1710890,0.188,856608,0.419
02-22-2023,8,IH2,4023345,111700,1672380,2231465,21,47195,63506,141736,0.0,44030,0.0
02-22-2023,8,VT,2516820,74200,926520,1513600,69,61799,116491,187377,0.367,82124,0.657
02-22-2023,8,TN,16881500,533300,6260140,10072060,785,296113,407103,647908,0.122,336824,0.295
02-22-2023,8,ME,4845030,159400,1817620,2861610,118,140728,206720,375261,0.3429999999999999,192895,0.6759999999999999
02-22-2023,8,NM,6047345,190600,2338600,3511145,278,160325,207163,415968,0.257,191401,0.507
02-22-2023,8,MA,23152420,633400,8775580,13731440,284,660584,788012,1880458,0.3389999999999999,735646,0.629
02-22-2023,8,FM,288900,12800,128640,147460,4,5942,8767,10861,0.163,1051,0.218
02-22-2023,8,CA,118576495,3784900,42287680,72361415,2640,3112808,4119181,7162104,0.2339999999999999,2702903,0.4629999999999999
02-22-2023,8,NY,60163375,1964400,20863780,37303395,2024,1130297,1583940,3106153,0.201,1338009,0.406
02-22-2023,8,AL,12147150,402500,5198360,6523790,332,162930,175715,346235,0.091,191814,0.226
02-22-2023,8,WY,1262125,49300,534140,675885,28,24996,32515,60186,0.135,33381,0.337
02-22-2023,8,WI,16105275,457200,5895800,9732675,256,466970,735863,1189679,0.261,575153,0.565
02-22-2023,8,HI,4550260,124900,1734820,2686740,123,142366,158377,281144,0.252,132451,0.493
02-22-2023,8,NH,4995700,189000,1596140,3206060,87,71913,156587,292465,0.265,141586,0.5579999999999999
02-22-2023,8,MD,21829280,616400,7305760,13876420,856,521765,764384,1300430,0.276,515515,0.537
02-15-2023,7,PR,8763070,216600,3078420,5466350,252,181265,240750,295781,0.113,151049,0.222
02-15-2023,7,NY,60037435,1962100,20823780,37221355,2019,1127016,1578592,3088878,0.2,1331237,0.4039999999999999
02-15-2023,7,CT,11656515,354900,4506380,6786635,119,307051,385585,818121,0.288,367199,0.583
02-15-2023,7,GU,376920,24900,104880,246740,7,7777,11248,14124,0.123,3918,0.244
02-15-2023,7,DC,2683615,73100,925080,1682635,93,58153,82643,197808,0.342,46868,0.537
02-15-2023,7,MP,147830,3700,29020,114910,1,534,3183,3417,0.095,700,0.186
02-15-2023,7,OK,9494750,341400,3917280,5212770,180,158499,199756,433310,0.144,228133,0.359
02-15-2023,7,OR,13807475,466700,4925460,8394815,348,313106,538500,822613,0.245,353768,0.462
02-15-2023,7,VT,2510880,74200,924920,1509260,69,61639,115970,186217,0.365,81771,0.654
02-15-2023,7,CA,118342075,3783500,42212680,72206595,2637,3103669,4104657,7114966,0.2319999999999999,2688616,0.461
02-15-2023,7,MH,159440,12800,78900,66640,0,2537,676,1666,0.035,141,0.038
02-15-2023,7,WI,16070585,456900,5887900,9706685,256,465742,732807,1182150,0.259,572613,0.563
02-15-2023,7,RI,3455905,90600,1334000,2027205,176,99727,124172,245634,0.287,106935,0.5720000000000001
02-15-2023,7,SD,2635925,93900,977200,1561225,27,40410,63319,138150,0.207,72125,0.475
02-15-2023,7,AL,12126780,402400,5193660,6508420,332,162471,175198,344035,0.09,190741,0.2239999999999999
02-15-2023,7,KS,8149165,262600,3033340,4833025,255,150110,231823,412777,0.187,204145,0.429
02-15-2023,7,KY,11891255,394900,4725200,6760455,319,212210,288483,512950,0.148,264048,0.352
02-15-2023,7,MD,21782440,616300,7294260,13841680,854,520684,762097,1293962,0.275,513544,0.535
02-15-2023,7,VI,171100,3400,47140,120360,1,892,1260,3646,0.045,2096,0.102
02-15-2023,7,WA,24814965,777700,8800200,15205165,779,644579,1041729,1717729,0.289,676342,0.5589999999999999
02-15-2023,7,VA2,9761340,626900,4818980,4305060,58,287988,266252,802896,0.0,524465,0.0
02-15-2023,7,TX,78984595,2664400,27978840,48245755,108,1191685,1456855,2800823,0.13,1183168,0.317
02-15-2023,7,MS,7107765,235200,2791560,4074005,155,99901,109026,178299,0.078,102176,0.21
02-15-2023,7,HI,4538240,124900,1730420,2679120,123,142003,157942,279535,0.25,131930,0.491
02-15-2023,7,CO,17295735,501800,6051140,10715095,454,413500,707170,1108099,0.246,437453,0.519
02-15-2023,7,NJ,28902275,1014500,10198040,17655435,928,538696,714602,1354418,0.195,574237,0.389
02-15-2023,7,MT,2664775,106500,1058600,1493575,132,61568,86086,155367,0.185,82815,0.401
02-15-2023,7,DE,3255815,102600,1208800,1940515,92,66033,93491,188319,0.245,98316,0.52
02-15-2023,7,MA,23096880,633300,8760580,13691200,284,658999,785391,1870704,0.3379999999999999,732780,0.627
02-15-2023,7,US,961155285,31529100,348919820,579613165,23325,19673440,27693792,49932850,0.193,22485711,0.41
02-15-2023,7,ME,4833600,159400,1814720,2853280,117,140320,205925,372987,0.341,191972,0.6729999999999999
02-15-2023,7,PA,41617455,1567400,15464620,24529635,514,729959,1034108,2162875,0.213,1059079,0.4429999999999999
02-15-2023,7,VA,26217475,803200,9116700,16269375,919,604160,885375,1597725,0.239,670551,0.493
02-15-2023,7,PW,51750,3800,32000,15950,0,1681,644,1686,0.102,281,0.141
02-15-2023,7,IN,18434890,633400,6232200,11560590,486,261199,445581,654351,0.127,337323,0.311
02-15-2023,7,OH,30915145,1013500,11087740,18789405,1128,702448,1087903,1701445,0.187,852671,0.417
02-15-2023,7,NC,29585300,958900,10904580,17683420,195,269307,337389,1424936,0.174,676866,0.387
02-15-2023,7,MI,28860570,967200,11166420,16700950,512,686904,925682,1612068,0.206,791421,0.4479999999999999
02-15-2023,7,UT,8244930,257800,2621260,5358770,357,123765,281808,402084,0.177,158793,0.434
02-15-2023,7,LA,10127080,330300,4091180,5697200,177,155597,208555,322306,0.091,171625,0.2319999999999999
02-15-2023,7,FL,60219855,2474900,22003420,35688035,2394,1085270,1281414,2273691,0.132,1315089,0.292
02-15-2023,7,AK,2116435,86200,792920,1232215,63,40460,52005,90007,0.163,37354,0.408
02-15-2023,7,MO,15334815,440800,5728660,9149255,234,290644,435675,820182,0.172,415413,0.391
02-15-2023,7,WV,5398595,172300,2174620,3043275,79,90590,109879,195052,0.136,110738,0.302
02-15-2023,7,NM,6039845,190600,2334400,3508045,278,160058,206619,414199,0.256,190837,0.505
02-15-2023,7,AS,128480,600,25500,102380,0,526,1887,498,0.016,182,0.0559999999999999
02-15-2023,7,NH,4988630,189000,1594340,3200890,87,71695,155885,290594,0.263,140912,0.555
02-15-2023,7,DD2,7702450,210800,2468340,4989010,115,51466,120886,164996,0.0,32713,0.0
02-15-2023,7,MN,17956630,511500,6077220,11351310,335,466292,879396,1324689,0.305,578386,0.628
02-15-2023,7,ID,4645980,160200,1780880,2689400,100,87173,124020,223242,0.1669999999999999,116933,0.402
02-15-2023,7,AR,8213520,265000,3376520,4546400,122,137251,150060,302977,0.131,168166,0.321
02-15-2023,7,BP2,414850,16200,182320,216330,3,2630,6024,9433,0.0,655,0.0
02-15-2023,7,ND,1862670,53600,654220,1152550,7,27700,60493,106940,0.184,55149,0.46
02-15-2023,7,NE,5348540,152300,1807980,3382360,130,105408,210249,301283,0.207,143889,0.461
02-15-2023,7,NV,7569160,260300,2542800,4760160,57,127254,190666,359994,0.151,173910,0.351
02-15-2023,7,IL,37440365,1185200,12740640,23487925,1261,900809,1416667,2289726,0.2319999999999999,979102,0.479
02-15-2023,7,SC,13867225,466300,5629940,7726985,261,224734,278831,548777,0.136,311939,0.3329999999999999
02-15-2023,7,WY,1259465,49300,533040,674325,28,24777,32261,59213,0.133,32930,0.332
02-15-2023,7,FM,288900,12800,128640,147460,3,5942,8605,10662,0.16,1037,0.216
02-15-2023,7,AZ,19452760,620800,7210720,11602740,1103,409535,574697,994764,0.176,492142,0.376
02-15-2023,7,TN,16851290,533000,6249840,10052850,783,295530,406202,644718,0.121,335430,0.293
02-15-2023,7,GA,28111785,868000,10601900,16605785,473,399061,521299,994148,0.123,445623,0.294
02-15-2023,7,IA,9173835,293100,3438220,5425615,107,219757,346800,570763,0.235,296535,0.536
02-15-2023,7,IH2,4013315,111700,1667480,2226635,21,46999,63048,140296,0.0,43670,0.0
02-08-2023,6,WV,5382375,172100,2166520,3035555,79,90334,109608,193928,0.135,110196,0.3
02-08-2023,6,DD2,7690990,210800,2464540,4981350,111,51143,120192,163012,0.0,32447,0.0
02-08-2023,6,ME,4820560,158700,1809920,2846240,117,139857,204990,370581,0.3379999999999999,191091,0.67
02-08-2023,6,OR,13765825,466700,4909260,8369665,348,312019,535442,815308,0.243,351505,0.4589999999999999
02-08-2023,6,GA,28050835,866300,10577800,16570635,473,397413,518638,985570,0.121,442408,0.292
02-08-2023,6,US,958658535,31502000,348034020,578036915,22966,19597689,27561281,49517996,0.192,22330113,0.408
02-08-2023,6,VA,26151355,803000,9096700,16224155,916,602332,881739,1587360,0.238,666897,0.491
02-08-2023,6,MA,23037230,633000,8739780,13652650,284,656887,781686,1858194,0.335,729447,0.624
02-08-2023,6,AR,8191640,264600,3362920,4538920,122,136874,149615,301148,0.13,167374,0.319
02-08-2023,6,VI,170640,3300,47140,120000,1,892,1259,3610,0.044,2077,0.1009999999999999
02-08-2023,6,NM,6028745,190500,2330400,3501045,278,159651,206025,411724,0.254,189980,0.503
02-08-2023,6,DE,3242355,102500,1207300,1928655,92,65875,93156,187111,0.243,97793,0.518
02-08-2023,6,GU,376920,24900,104880,246740,7,7712,11140,13751,0.12,3821,0.238
02-08-2023,6,PR,8755770,216600,3075520,5461950,252,179094,237565,286859,0.109,146604,0.216
02-08-2023,6,UT,8227520,257400,2616660,5346360,357,123366,280609,399467,0.176,157910,0.432
02-08-2023,6,KS,8127525,262600,3026240,4818485,254,149652,231147,410626,0.186,203245,0.427
02-08-2023,6,ND,1857430,53600,651620,1149910,7,27590,60107,105994,0.182,54804,0.457
02-08-2023,6,SD,2626035,93800,975100,1553635,27,40223,62925,136802,0.205,71685,0.472
02-08-2023,6,MO,15295475,440100,5715660,9123615,233,289843,434174,814932,0.171,413074,0.389
02-08-2023,6,MN,17900210,511300,6061720,11310690,335,464633,875006,1314742,0.303,575321,0.625
02-08-2023,6,IL,37368455,1184200,12720040,23437715,1247,896183,1408094,2272997,0.231,973483,0.476
02-08-2023,6,IA,9069595,292700,3398620,5361375,107,218987,345588,567167,0.2339999999999999,295155,0.534
02-08-2023,6,MD,21731990,616300,7279060,13806630,850,519177,759487,1286049,0.273,510895,0.5329999999999999
02-08-2023,6,TN,16821850,532600,6236540,10037210,782,293844,403816,636308,0.12,331722,0.29
02-08-2023,6,MP,147730,3700,29020,114810,1,533,3119,3298,0.091,686,0.183
02-08-2023,6,MT,2657575,106500,1055000,1489975,132,61338,85399,153499,0.183,81884,0.397
02-08-2023,6,CO,17241605,501300,6036140,10676565,453,412398,703616,1100200,0.245,435269,0.517
02-08-2023,6,HI,4529560,124900,1727120,2673840,122,141642,157452,277617,0.249,131188,0.489
02-08-2023,6,KY,11849915,394200,4709600,6735415,319,211497,287433,509330,0.147,262534,0.35
02-08-2023,6,OK,9474790,340500,3908780,5202210,178,158021,199058,430578,0.143,226944,0.357
02-08-2023,6,TX,78742415,2663800,27886440,48097775,106,1187262,1450367,2774965,0.128,1174671,0.315
02-08-2023,6,ID,4637950,160100,1776580,2685770,100,86881,123556,221865,0.166,116423,0.401
02-08-2023,6,LA,10109460,330200,4081980,5688880,177,154655,206890,316936,0.089,169048,0.228
02-08-2023,6,RI,3451595,90600,1331500,2025495,174,99314,123513,243755,0.285,106345,0.569
02-08-2023,6,FM,288700,12800,128640,147260,3,5942,8271,10239,0.153,987,0.205
02-08-2023,6,NE,5331260,152300,1802680,3370480,129,105073,209218,298839,0.205,143017,0.4579999999999999
02-08-2023,6,WA,24711185,777200,8766200,15136285,778,642226,1037120,1705689,0.287,672912,0.556
02-08-2023,6,VA2,9744220,626900,4809780,4297140,58,285876,264406,791768,0.0,517794,0.0
02-08-2023,6,AS,128480,600,25500,102380,0,523,1884,487,0.016,182,0.0559999999999999
02-08-2023,6,NV,7549720,260300,2535400,4748120,57,126872,190178,357498,0.15,172991,0.349
02-08-2023,6,VT,2501060,74200,922420,1502240,68,61490,115531,185227,0.363,81479,0.652
02-08-2023,6,WY,1257355,49300,531840,673415,28,24753,32238,59090,0.133,32876,0.331
02-08-2023,6,FL,60096595,2471700,21957420,35614175,2371,1076977,1269144,2225869,0.129,1292044,0.287
02-08-2023,6,NH,4973820,188900,1591140,3189380,86,71514,155376,289379,0.262,140514,0.5539999999999999
02-08-2023,6,AK,2107875,86200,790220,1226455,63,40302,51749,89298,0.162,37134,0.405
02-08-2023,6,OH,30818895,1012800,11065740,18716255,1125,700156,1083577,1689559,0.185,847392,0.414
02-08-2023,6,SC,13835625,465900,5618840,7707485,261,223823,277855,544531,0.135,310040,0.331
02-08-2023,6,NJ,28830045,1012100,10173140,17610505,928,536645,711730,1343763,0.1939999999999999,570098,0.386
02-08-2023,6,MH,158740,12800,78200,66640,0,2537,676,1666,0.035,141,0.038
02-08-2023,6,IH2,4000045,111600,1662280,2218765,21,46726,62458,138357,0.0,43183,0.0
02-08-2023,6,AL,12099240,402300,5180960,6493680,332,161795,174418,340890,0.089,189218,0.223
02-08-2023,6,CT,11633855,354500,4496880,6773975,119,306312,384188,813537,0.287,365700,0.58
02-08-2023,6,CA,118110955,3781500,42119980,72070675,2634,3091555,4085291,7052653,0.23,2669518,0.457
02-08-2023,6,NC,29534470,957500,10878680,17659990,195,268411,335636,1414103,0.173,672553,0.384
02-08-2023,6,PA,41489935,1566200,15425020,24442915,512,727387,1029712,2147685,0.211,1051827,0.439
02-08-2023,6,DC,2675145,73000,922880,1676465,93,58028,82427,197064,0.341,46704,0.535
02-08-2023,6,WI,16030215,456700,5869700,9684715,256,464314,729349,1173516,0.258,569469,0.56
02-08-2023,6,MS,7090765,234700,2783460,4065605,155,99705,108822,177397,0.078,101739,0.209
02-08-2023,6,IN,18377490,632600,6220300,11515890,483,260345,443737,649165,0.126,335197,0.309
02-08-2023,6,PW,51650,3800,32000,15850,0,1681,644,1686,0.102,281,0.141
02-08-2023,6,AZ,19400730,620300,7193420,11568610,819,408203,572463,987264,0.175,489436,0.374
02-08-2023,6,BP2,413630,16200,181820,215610,3,2627,5858,9006,0.0,642,0.0
02-08-2023,6,MI,28769660,965800,11141820,16636240,512,685128,922036,1602430,0.204,787708,0.446
02-08-2023,6,NY,59888035,1960800,20765680,37131655,2016,1122890,1571650,3067212,0.1989999999999999,1323072,0.401
02-01-2023,5,VT,2494090,74200,920320,1497370,68,61304,114855,183510,0.36,80809,0.6459999999999999
02-01-2023,5,WI,15990835,456700,5859700,9655335,255,462633,725466,1163715,0.255,565951,0.556
02-01-2023,5,MI,28696810,965400,11115320,16590390,512,682632,917688,1590047,0.203,783007,0.444
02-01-2023,5,AL,12069210,402300,5165260,6479350,330,161272,173535,337596,0.088,187525,0.221
02-01-2023,5,LA,10089520,330100,4076780,5674240,177,154238,206269,314715,0.088,168019,0.2269999999999999
02-01-2023,5,MO,15258265,439800,5705360,9097005,233,288905,432484,808897,0.17,410417,0.386
02-01-2023,5,MH,158740,12800,78200,66640,0,2494,660,1511,0.032,129,0.035
02-01-2023,5,MP,146770,3700,29020,113850,1,532,3064,3207,0.089,674,0.18
02-01-2023,5,IA,9059255,292700,3394920,5354735,107,218090,344056,562711,0.2319999999999999,293411,0.531
02-01-2023,5,IN,18323790,631400,6203800,11480190,481,259475,441231,641677,0.124,332921,0.307
02-01-2023,5,IH2,3987985,111500,1655380,2213705,21,46304,61893,136136,0.0,42679,0.0
02-01-2023,5,OK,9458400,339700,3901480,5193920,178,157368,198369,427430,0.142,225520,0.355
02-01-2023,5,GU,375720,24700,104280,246340,7,7643,11003,13282,0.1159999999999999,3719,0.2319999999999999
02-01-2023,5,RI,3431815,90600,1324300,2012915,174,98914,122946,241962,0.283,105801,0.5660000000000001
02-01-2023,5,KY,11810995,393500,4699200,6707695,319,210685,286040,504655,0.146,260523,0.347
02-01-2023,5,OH,30741715,1012000,11040840,18664875,1121,697431,1078704,1676112,0.184,841830,0.411
02-01-2023,5,TN,16782660,531300,6223140,10012820,782,293758,403790,635933,0.12,331561,0.29
02-01-2023,5,PA,41376205,1566200,15386020,24368185,507,724407,1023816,2129205,0.209,1043212,0.436
02-01-2023,5,NV,7534780,260300,2532600,4735980,57,126372,189462,354242,0.148,171735,0.346
02-01-2023,5,VI,170440,3200,47040,120000,1,890,1258,3494,0.043,2004,0.098
02-01-2023,5,MD,21683380,616200,7267260,13770020,847,517554,756412,1276739,0.271,507968,0.529
02-01-2023,5,NE,5319600,152200,1798180,3363420,129,104767,208125,296325,0.203,142079,0.455
02-01-2023,5,CT,11604445,353800,4487880,6754265,119,305252,382398,807076,0.284,363745,0.5770000000000001
02-01-2023,5,NM,6009775,190500,2325700,3486775,275,159122,205174,408615,0.252,188976,0.5
02-01-2023,5,AR,8173760,264200,3355620,4528740,122,136551,149260,299643,0.129,166729,0.318
02-01-2023,5,MT,2650865,106500,1051500,1486765,132,61127,85084,152442,0.181,81451,0.395
02-01-2023,5,WY,1254395,49300,530340,671955,28,24731,32221,58980,0.133,32840,0.331
02-01-2023,5,CA,117816105,3781000,42016680,71880125,2629,3080918,4067615,6988597,0.228,2649435,0.4539999999999999
02-01-2023,5,CO,17177445,501000,6018840,10630205,447,410962,699603,1091239,0.243,432899,0.514
02-01-2023,5,NC,29468990,956500,10858180,17616210,195,267269,333798,1401637,0.171,667679,0.381
02-01-2023,5,NH,4958490,188800,1587640,3177650,85,71128,154399,286145,0.259,138879,0.547
02-01-2023,5,AS,128480,600,25500,102380,0,523,1868,467,0.015,175,0.053
02-01-2023,5,ND,1850760,53600,651420,1143440,7,27455,59721,105053,0.181,54466,0.4539999999999999
02-01-2023,5,IL,37235875,1183100,12681340,23345035,1243,891792,1398969,2250214,0.228,965564,0.473
02-01-2023,5,PW,51600,3800,32000,15800,0,1655,590,1577,0.095,242,0.121
02-01-2023,5,DE,3231895,102300,1204600,1921095,92,65589,92716,185393,0.241,97012,0.514
02-01-2023,5,SD,2613795,93600,971000,1545695,27,40009,62459,135203,0.203,71161,0.469
02-01-2023,5,AZ,19355070,619700,7181220,11535750,817,406795,570272,978886,0.174,486613,0.372
02-01-2023,5,GA,27973415,865500,10553700,16518115,472,395312,515140,974385,0.12,438302,0.289
02-01-2023,5,NY,59743905,1959700,20725480,37028825,2011,1117907,1563588,3041713,0.1969999999999999,1313823,0.3989999999999999
02-01-2023,5,FM,281820,12800,128440,140580,3,5935,7813,9618,0.144,941,0.196
02-01-2023,5,UT,8205670,257300,2613360,5327910,357,122448,278097,394288,0.173,156469,0.428
02-01-2023,5,US,956124455,31479000,347283020,576279635,22904,19520098,27422671,49078211,0.19,22171705,0.405
02-01-2023,5,WV,5369305,171800,2160220,3029085,79,90121,109294,192687,0.135,109595,0.299
02-01-2023,5,VA,26078095,803000,9083000,16164595,915,600076,877353,1574983,0.236,662613,0.488
02-01-2023,5,PR,8740350,216600,3072120,5449930,251,176195,232669,274842,0.105,140913,0.207
02-01-2023,5,HI,4515990,124900,1722320,2665070,122,141045,156771,275356,0.247,130508,0.486
02-01-2023,5,MN,17848040,510900,6048520,11272120,335,462684,870032,1303101,0.3,571945,0.621
02-01-2023,5,NJ,28746925,1011800,10154640,17546285,925,534247,708315,1330790,0.192,564999,0.3829999999999999
02-01-2023,5,AK,2100055,86200,786720,1222135,63,40110,51417,88370,0.16,36839,0.402
02-01-2023,5,ME,4803830,158600,1807020,2832510,117,139246,203880,366725,0.335,189182,0.6629999999999999
02-01-2023,5,BP2,412830,16200,181020,215610,3,2627,5858,9006,0.0,642,0.0
02-01-2023,5,KS,8107045,262000,3019140,4805705,253,149073,230187,407591,0.184,201910,0.425
02-01-2023,5,TX,78580705,2663600,27850340,47972665,106,1182647,1443693,2748383,0.127,1166728,0.312
02-01-2023,5,WA,24630715,776900,8736300,15086115,775,639164,1031362,1690434,0.284,668423,0.5529999999999999
02-01-2023,5,ID,4621280,160100,1770980,2674700,100,86507,123066,220198,0.1639999999999999,115718,0.3979999999999999
02-01-2023,5,MA,22976680,632300,8720980,13611600,284,653874,777554,1843275,0.3329999999999999,724920,0.62
02-01-2023,5,SC,13784615,465300,5606740,7669175,261,222683,276658,539355,0.134,307664,0.3279999999999999
02-01-2023,5,FL,59929875,2466100,21915820,35494855,2363,1073960,1264505,2208362,0.128,1283765,0.285
02-01-2023,5,DC,2666975,72800,919880,1671495,92,57744,81888,195250,0.3379999999999999,46296,0.53
02-01-2023,5,DD2,7680750,210800,2461640,4974010,111,50676,119402,157972,0.0,29959,0.0
02-01-2023,5,OR,13718355,466500,4894160,8337495,348,310718,531757,806836,0.241,348830,0.455
02-01-2023,5,VA2,9728380,626900,4800780,4290300,58,283537,262417,779685,0.0,510674,0.0
02-01-2023,5,MS,7071965,234400,2776360,4054505,155,99163,108255,175111,0.077,100580,0.207
01-25-2023,4,TX,78407075,2663500,27811740,47838235,104,1176336,1433654,2712984,0.126,1155350,0.309
01-25-2023,4,HI,4505640,124900,1719420,2657720,122,140394,155901,272271,0.244,129462,0.482
01-25-2023,4,FL,59811745,2465500,21878700,35414945,2362,1073583,1264099,2206179,0.128,1282803,0.285
01-25-2023,4,NM,5999525,190500,2321400,3480825,273,158403,204214,404968,0.25,187812,0.497
01-25-2023,4,VA,26016635,802900,9065200,16121235,913,597282,872286,1560139,0.2339999999999999,657565,0.484
01-25-2023,4,MH,158740,12800,78200,66640,0,2494,660,1511,0.032,129,0.035
01-25-2023,4,IA,9050525,292700,3392320,5348605,106,216772,341903,556358,0.2289999999999999,290950,0.526
01-25-2023,4,MN,17797890,510800,6037020,11233570,335,460615,864370,1290028,0.297,567744,0.617
01-25-2023,4,DC,2661495,72800,918580,1667315,91,57402,81391,193304,0.335,45847,0.525
01-25-2023,4,MS,7056445,234300,2773060,4042485,155,98603,107589,172516,0.076,99257,0.204
01-25-2023,4,NE,5308080,152200,1795180,3354900,128,104285,206897,293193,0.201,140799,0.451
01-25-2023,4,OH,30661535,1011200,11014540,18611895,1111,694819,1073882,1662803,0.183,836097,0.409
01-25-2023,4,WV,5341345,171700,2143220,3018325,79,89745,108870,191011,0.133,108732,0.296
01-25-2023,4,TN,16736320,530700,6213040,9977180,782,292343,401898,628782,0.118,328220,0.287
01-25-2023,4,DE,3220015,102100,1202800,1911215,92,65364,92290,184000,0.239,96393,0.51
01-25-2023,4,WI,15955725,456700,5852100,9627825,255,460392,720414,1150760,0.253,561138,0.552
01-25-2023,4,PW,51400,3800,31800,15800,0,1639,573,1520,0.092,219,0.11
01-25-2023,4,MI,28617920,965300,11100120,16526900,511,680177,913281,1577960,0.201,778142,0.441
01-25-2023,4,UT,8183280,257100,2609660,5309420,357,121683,275954,389428,0.171,154967,0.424
01-25-2023,4,PA,41248995,1565700,15354420,24273275,501,720543,1017066,2106985,0.207,1032593,0.431
01-25-2023,4,LA,10072670,330000,4073380,5660890,176,153237,204590,309424,0.087,165517,0.223
01-25-2023,4,IN,18257660,631000,6193000,11425360,482,258566,438727,635180,0.123,330545,0.304
01-25-2023,4,AK,2095915,86200,785820,1218895,63,39858,51079,87346,0.158,36484,0.3979999999999999
01-25-2023,4,GA,27904855,863800,10530700,16474255,472,392989,511752,962347,0.119,433464,0.286
01-25-2023,4,WA,24567575,776600,8717600,15042375,773,636170,1025785,1675580,0.282,663967,0.5489999999999999
01-25-2023,4,MT,2643125,106500,1048900,1481625,132,60300,84290,149411,0.178,80028,0.3879999999999999
01-25-2023,4,BP2,412630,16200,180820,215610,3,2627,5594,8429,0.0,607,0.0
01-25-2023,4,ID,4612520,160100,1768280,2668740,99,86082,122507,218269,0.163,114905,0.395
01-25-2023,4,VA2,9710060,626900,4792280,4280580,58,280773,260021,765472,0.0,502269,0.0
01-25-2023,4,ME,4797150,158500,1806340,2826610,117,138626,202398,362753,0.331,187565,0.6579999999999999
01-25-2023,4,SC,13739355,465100,5595740,7635315,261,221369,275071,533187,0.132,304699,0.325
01-25-2023,4,NV,7518040,260300,2527300,4724740,57,125794,188649,350413,0.147,170245,0.3429999999999999
01-25-2023,4,US,953826425,31468300,346671620,574615505,22839,19426517,27259966,48571899,0.188,21987172,0.401
01-25-2023,4,MA,22917850,631700,8705980,13568470,284,650821,772680,1826049,0.33,720207,0.616
01-25-2023,4,MD,21630950,616200,7253360,13731890,847,515466,752440,1264898,0.268,504171,0.526
01-25-2023,4,NH,4946690,188800,1585340,3168150,84,70517,152745,281246,0.255,136650,0.5379999999999999
01-25-2023,4,NY,59601225,1959200,20689480,36922845,2006,1111589,1553903,3010330,0.195,1302050,0.395
01-25-2023,4,OR,13675105,466500,4880260,8308345,346,309274,527852,797222,0.238,345576,0.451
01-25-2023,4,DD2,7671550,210800,2458940,4967810,110,50150,118224,154729,0.0,29447,0.0
01-25-2023,4,ND,1847480,53600,650120,1141460,7,27267,59240,103695,0.178,53927,0.45
